,Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University_x,"Rank (Full, Associate, Assistant, Other)",UniversityID,Unnamed: 11,University_y,ID,school,dblpname,dblpexists,fuzzyscore,fuzzyname
115,Azer Bestavros,Bestavros,Azer,https://scholar.google.com/citations?user=S5B0QmMAAAAJ&hl=en&oi=ao,16716.0,54.0,140.0,232.0,Boston University  ,Full,5,, Boston University,5,Boston University,Azer Bestavros,1,0.0,Azer Bestavros
116,Margrit Betke,Betke,Margrit,https://scholar.google.com/citations?user=tu39-p8AAAAJ&hl=en&oi=ao,5906.0,36.0,72.0,183.0,Boston University  ,Full,5,, Boston University,5,Boston University,Margrit Betke,1,0.0,Margrit Betke
117,John Byers,Byers,John,https://scholar.google.com/citations?user=jIp_uw0AAAAJ&hl=en&oi=ao,10046.0,41.0,66.0,299.0,Boston University  ,Full,5,, Boston University,5,Boston University,John W. Byers,1,0.0,John W. Byers
118,Ran Canetti,Canetti,Ran,https://scholar.google.com/citations?user=-PWcE1YAAAAJ&hl=en&oi=ao,27227.0,64.0,142.0,755.0,Boston University  ,Full,5,, Boston University,5,Boston University,Ran Canetti,1,0.0,Ran Canetti
119,Mark Crovella,Crovella,Mark,https://scholar.google.com/citations?user=vrHhOlUAAAAJ&hl=en&oi=ao,23500.0,61.0,110.0,625.0,Boston University  ,Full,5,, Boston University,5,Boston University,Mark Crovella,1,0.0,Mark Crovella
120,Peter Gacs,Gacs,Peter,https://scholar.google.com/citations?user=vNCcKo0AAAAJ&hl=en&oi=ao,3279.0,24.0,33.0,105.0,Boston University  ,Full,5,, Boston University,5,Boston University,Péter Gács,1,0.0,Péter Gács
121,Steven Homer,Homer,Steven,https://scholar.google.com/citations?user=7vK1GRIAAAAJ&hl=en&oi=sra,1333.0,22.0,37.0,37.0,Boston University  ,Full,5,, Boston University,5,Boston University,Steven Homer,1,0.0,Steven Homer
122,Assaf Kfoury,Kfoury,Assaf,https://scholar.google.com/citations?user=VpdYemsAAAAJ&hl=en&oi=ao,2447.0,23.0,44.0,57.0,Boston University  ,Full,5,, Boston University,5,Boston University,Assaf J. Kfoury,1,0.0,Assaf J. Kfoury
123,George Kollios,Kollios,George,https://scholar.google.com/citations?user=0VFi-vAAAAAJ&hl=en&oi=ao,7162.0,40.0,60.0,192.0,Boston University  ,Full,5,, Boston University,5,Boston University,George Kollios,1,0.0,George Kollios
124,Leonid Levin,Levin,Leonid,https://scholar.google.com/citations?user=qe_J1w4AAAAJ&hl=en,8977.0,27.0,39.0,352.0,Boston University  ,Full,5,, Boston University,5,Boston University,Leonid A. Levin,1,0.0,Leonid A. Levin
125,Ibrahim Matta,Matta,Ibrahim,https://scholar.google.com/citations?user=_mj1-BQAAAAJ&hl=en&oi=ao,7253.0,36.0,85.0,118.0,Boston University  ,Full,5,, Boston University,5,Boston University,Ibrahim Matta,1,0.0,Ibrahim Matta
126,Leonid Reyzin,Reyzin,Leonid,https://scholar.google.com/citations?user=1KRXBIwAAAAJ&hl=en&oi=ao,5809.0,30.0,50.0,157.0,Boston University  ,Full,5,, Boston University,5,Boston University,Leonid Reyzin,1,0.0,Leonid Reyzin
127,Stan Sclaroff,Sclaroff,Stan,https://scholar.google.com/citations?user=nXBQn7gAAAAJ&hl=en&oi=ao,14743.0,56.0,129.0,324.0,Boston University  ,Full,5,, Boston University,5,Boston University,Stan Sclaroff,1,0.0,Stan Sclaroff
128,Jonathan Appavoo,Appavoo,Jonathan,https://scholar.google.com/citations?user=Z1Kl2REAAAAJ&hl=en&oi=ao,1691.0,20.0,26.0,54.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Jonathan Appavoo,1,0.0,Jonathan Appavoo
129,Gary Benson,Benson,Gary,https://scholar.google.com/citations?user=E0GO0JkAAAAJ&hl=en,6683.0,28.0,42.0,99.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Gary Benson,1,0.0,Gary Benson
130,Sharon Goldberg,Goldberg,Sharon,https://scholar.google.com/citations?user=lJ8qjPAAAAAJ&hl=en&oi=ao,824.0,17.0,24.0,28.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Sharon Goldberg,1,0.0,Sharon Goldberg
131,Wayne Snyder,Snyder,Wayne,https://scholar.google.com/citations?user=uT9_8hcAAAAJ&hl=en&oi=ao,2272.0,20.0,28.0,68.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Wayne Snyder,1,0.0,Wayne Snyder
132,Evimaria Terzi,Terzi,Evimaria,https://scholar.google.com/citations?user=j6KFCRAAAAAJ&hl=en&oi=ao,2758.0,21.0,46.0,58.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Evimaria Terzi,1,0.0,Evimaria Terzi
133,Richard West,West,Richard,,,,,,Boston University  ,Associate,5,, Boston University,5,Boston University,Richard West,1,0.0,Richard West
134,Hongwei Xi,Xi,Hongwei,https://scholar.google.com/citations?user=1mMmqs4AAAAJ&hl=en&oi=ao,2665.0,22.0,35.0,71.0,Boston University  ,Associate,5,, Boston University,5,Boston University,Hongwei Xi,1,0.0,Hongwei Xi
135,Alina Ene,Ene,Alina,https://scholar.google.com/citations?user=v1_kfR8AAAAJ,517.0,10.0,12.0,10.0,Boston University  ,Assistant,5,, Boston University,5,Boston University,Alina Ene,1,0.0,Alina Ene
136,Lorenzo Orecchia,Orecchia,Lorenzo,https://scholar.google.com/citations?user=dT7yOrwAAAAJ&hl=en&oi=ao,570.0,13.0,15.0,17.0,Boston University  ,Assistant,5,, Boston University,5,Boston University,Lorenzo Orecchia,1,0.0,Lorenzo Orecchia
137,Kate Saenko,Saenko,Kate,https://scholar.google.com/citations?user=9xDADY4AAAAJ&hl=en&oi=ao,3228.0,27.0,47.0,88.0,Boston University  ,Assistant,5,, Boston University,5,Boston University,Kate Saenko,1,0.0,Kate Saenko
138,Charalampos Babis Tsourakakis,Tsourakakis,Charalampos,https://scholar.google.com/citations?user=IkEXPUEAAAAJ&hl=en,1931.0,20.0,25.0,67.0,Boston University  ,Assistant,5,, Boston University,5,Boston University,Charalampos E. Tsourakakis,1,0.0,Charalampos E. Tsourakakis
139,"Alterman, Richard",Alterman,Richard,,,,,29.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,Richard Alterman,1,0.0,Richard Alterman
140,"Hickey, Timothy J",Hickey,Timothy J,https://scholar.google.com/citations?user=APFVA6sAAAAJ&hl=en&oi=sra,1340.0,18.0,26.0,35.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,Timothy J. Hickey,1,0.0,Timothy J. Hickey
141,"Mairson, Harry",Mairson,Harry,,,,,49.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,Harry G. Mairson,1,0.0,Harry G. Mairson
142,"Pollack, Jordan",Pollack,Jordan,,,,,212.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,Jordan B. Pollack,1,0.0,Jordan B. Pollack
143,"Pustejovsky, James",Pustejovsky,James,https://scholar.google.com/citations?user=56UT_6IAAAAJ&hl=en&oi=ao,17105.0,56.0,144.0,198.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,James Pustejovsky,1,0.0,James Pustejovsky
144,"Shrira, Liuba",Shrira,Liuba,https://scholar.google.com/citations?user=tyUShkAAAAAJ&hl=en&oi=ao,3386.0,23.0,40.0,104.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,Liuba Shrira,1,0.0,Liuba Shrira
145,"Storer, James A.",Storer,James A.,,,,,90.0,Brandeis University  ,Full,6,, Brandeis University,6,Brandeis University,James A. Storer,1,0.0,James A. Storer
146,"Cherniack, Mitch",Cherniack,Mitch,,,,,169.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Mitch Cherniack,1,0.0,Mitch Cherniack
147,"DiLillo, Antonella",DiLillo,Antonella,,,,,0.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Antonella DiLillo,0,0.8,Antonella Petrillo
148,"Goldberg, Lotus",Goldberg,Lotus,https://scholar.google.com/citations?user=bx2LquQAAAAJ&hl=en&oi=ao,235.0,5.0,2.0,0.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Lotus Goldberg,0,0.7586206896551724,Morris Goldberg
149,"Hong, Pengyu",Hong,Pengyu,https://scholar.google.com/citations?user=pvDa8pcAAAAJ&hl=en&oi=ao,1845.0,20.0,32.0,59.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Pengyu Hong,1,0.0,Pengyu Hong
150,"Malamud, Sophia",Malamud,Sophia,https://scholar.google.com/citations?user=JZoHN2UAAAAJ&hl=en&oi=ao,149.0,6.0,4.0,2.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Sophia Malamud,0,0.8,Sophia Alim
151,"Xue, Nianwen (Bert)]",Xue,Nianwen (Bert)],https://scholar.google.com/citations?user=KlVbOkMAAAAJ&hl=en&oi=sra,3639.0,27.0,43.0,128.0,Brandeis University  ,Associate,6,, Brandeis University,6,Brandeis University,Nianwen Xue,1,0.0,Nianwen Xue
152,"Papaemmanouil, Olga",Papaemmanouil,Olga,https://scholar.google.com/citations?user=JaAonb0AAAAJ&hl=en&oi=ao,513.0,11.0,13.0,14.0,Brandeis University  ,Assistant,6,, Brandeis University,6,Brandeis University,Olga Papaemmanouil,1,0.0,Olga Papaemmanouil
153,"Adams, Brent",Adams,Brent,,,,,82.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Brent Adams,0,0.9090909090909091,Brett Adams
154,"Barker, Cory",Barker,Cory,,,,,0.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Cory Barker,0,0.7619047619047619,Mary Baker
155,"Barrett, Bill",Barrett,Bill,https://scholar.google.com/citations?user=yLWfq68AAAAJ&hl=en,4154.0,24.0,42.0,75.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Bill Barrett,0,0.782608695652174,Rob Barrett
156,"Burton, Robert",Burton,Robert,,,,,,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Robert Burton,0,0.8275862068965517,Robert K. Brayton
157,"Clement, Mark",Clement,Mark,https://scholar.google.com/citations?user=8sFevmEAAAAJ&hl=en,8409.0,20.0,33.0,51.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Mark J. Clement,1,0.0,Mark J. Clement
158,"Egbert, Parris",Egbert,Parris,https://scholar.google.com/citations?user=7oD2ZL8AAAAJ&hl=en,793.0,17.0,24.0,27.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Parris K. Egbert,1,0.0,Parris K. Egbert
159,"Flanagan, Kelly",Flanagan,Kelly,,,,,55.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Kelly Flanagan,0,0.9333333333333333,J. Kelly Flanagan
160,"Giraud, Christophe",Giraud,Christophe,https://scholar.google.com/citations?user=jHWj2yYAAAAJ&hl=en,3104.0,28.0,56.0,78.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Christophe Giraud,1,0.0,Christophe Giraud
161,"Goodrich, Michael",Goodrich,Michael,https://scholar.google.com/citations?user=7LTGov4AAAAJ&hl=en,6171.0,37.0,93.0,131.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Michael Goodrich,0,0.9411764705882353,Michael T. Goodrich
162,"Martinez, Tony",Martinez,Tony,https://scholar.google.com/citations?user=R1JyT9AAAAAJ&hl=en,4722.0,27.0,69.0,54.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Tony R. Martinez,1,0.0,Tony R. Martinez
163,"Morse, Bryan",Morse,Bryan,https://scholar.google.com/citations?user=yOyREHoAAAAJ&hl=en,2898.0,24.0,38.0,102.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Bryan S. Morse,1,0.0,Bryan S. Morse
164,"Rodham, Ken",Rodham,Ken,,,,,0.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Ken Rodham,0,0.7777777777777778,Ken Ohta
165,"Sederberg, Tom",Sederberg,Tom,https://scholar.google.com/citations?user=mveYvw8AAAAJ&hl=en,11474.0,47.0,81.0,268.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Tom Sederberg,0,0.8387096774193549,Thomas W. Sederberg
166,"Seppi, Kevin",Seppi,Kevin,https://scholar.google.com/citations?user=xLQan5cAAAAJ&hl=en,1843.0,25.0,38.0,54.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Kevin D. Seppi,1,0.0,Kevin D. Seppi
167,"Snell, Quinn",Snell,Quinn,https://scholar.google.com/citations?user=EaEutcUAAAAJ&hl=en,1616.0,16.0,23.0,40.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Quinn Snell,1,0.0,Quinn Snell
168,"Ventura, Dan",Ventura,Dan,https://scholar.google.com/citations?user=iSsKAqQAAAAJ&hl=en,1661.0,20.0,50.0,37.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Dan Ventura,1,0.0,Dan Ventura
169,"Woodfield, Scott",Woodfield,Scott,,,,,36.0,Brigham Young University  ,Full,7,, Brigham Young University,7,Brigham Young University,Scott N. Woodfield,1,0.0,Scott N. Woodfield
170,"Crandall, Jacob",Crandall,Jacob,https://scholar.google.com/citations?user=FHGBC58AAAAJ&hl=en,1431.0,20.0,28.0,38.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Jacob W. Crandall,1,0.0,Jacob W. Crandall
171,"Jones, Michael",Jones,Michael,,,,,,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Michael Jones,1,0.0,Michael Jones
172,"Mercer, Eric",Mercer,Eric,https://scholar.google.com/citations?user=8q6dJhYAAAAJ&hl=en,641.0,14.0,21.0,18.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Eric Mercer,1,0.0,Eric Mercer
173,"Ng, Dennis",Ng,Dennis,,,,,,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Dennis Ng,0,0.9,Dennis Wong
174,"Ringger, Eric",Ringger,Eric,https://scholar.google.com/citations?user=XkkU-hwAAAAJ&hl=en,2044.0,21.0,39.0,48.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Eric K. Ringger,1,0.0,Eric K. Ringger
175,"Roper, Paul",Roper,Paul,,,,,,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Paul Roper,0,0.9,Paul Soper
176,"Seamons, Kent",Seamons,Kent,https://scholar.google.com/citations?user=XY4ky-YAAAAJ&hl=en,4521.0,30.0,49.0,176.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Kent E. Seamons,1,0.0,Kent E. Seamons
177,"Warnick, Sean",Warnick,Sean,https://scholar.google.com/citations?user=k7WBrxoAAAAJ&hl=en,584.0,13.0,19.0,17.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Sean C. Warnick,1,0.0,Sean C. Warnick
178,"Zappala, Daniel",Zappala,Daniel,https://scholar.google.com/citations?user=Q9DsCL4AAAAJ&hl=en,3764.0,21.0,27.0,40.0,Brigham Young University  ,Associate,7,, Brigham Young University,7,Brigham Young University,Daniel Zappala,1,0.0,Daniel Zappala
179,Casey Deccio,Deccio,Casey,,,,,2.0,Brigham Young University  ,Assistant,7,, Brigham Young University,7,Brigham Young University,Casey Deccio,0,0.6666666666666666,Eoghan Casey
180,"Farrell, Ryan",Farrell,Ryan,https://scholar.google.com/citations?user=56EZh6YAAAAJ&hl=en,737.0,9.0,9.0,9.0,Brigham Young University  ,Assistant,7,, Brigham Young University,7,Brigham Young University,Ryan Farrell,1,0.0,Ryan Farrell
181,"Holladay, Seth",Holladay,Seth,,,,,0.0,Brigham Young University  ,Assistant,7,, Brigham Young University,7,Brigham Young University,Seth Holladay,0,0.6956521739130435,Seth Lloyd
182,"Jones, Frank",Jones,Frank,,,,,,Brigham Young University  ,Assistant,7,, Brigham Young University,7,Brigham Young University,Frank Jones,0,0.8695652173913043,Frank J. Oles
183,"Wingate, David",Wingate,David,https://scholar.google.com/citations?user=zCdh4NEAAAAJ&hl=en,601.0,15.0,18.0,21.0,Brigham Young University  ,Assistant,7,, Brigham Young University,7,Brigham Young University,David Wingate,1,0.0,David Wingate
184,Iris Bahar,Bahar,Iris,,,,,39.0,Brown University  ,Full,8,, Brown University,8,Brown University,Iris Bahar,0,0.9090909090909091,R. Iris Bahar
185,Ugur Cetintemel,Cetintemel,Ugur,,,,,169.0,Brown University  ,Full,8,, Brown University,8,Brown University,Ugur Çetintemel,1,0.0,Ugur Çetintemel
186,Eugene Charniak,Charniak,Eugene,,,,,447.0,Brown University  ,Full,8,, Brown University,8,Brown University,Eugene Charniak,1,0.0,Eugene Charniak
187,Maurice Herlihy,Herlihy,Maurice,https://scholar.google.com/citations?user=Ezrt3pkAAAAJ&hl=en&oi=ao,21663.0,57.0,163.0,390.0,Brown University  ,Full,8,, Brown University,8,Brown University,Maurice Herlihy,1,0.0,Maurice Herlihy
188,John Hughes,Hughes,John,,,,,,Brown University  ,Full,8,, Brown University,8,Brown University,John Hughes,1,0.0,John Hughes
189,Sorin Istrail,Istrail,Sorin,,,,,144.0,Brown University  ,Full,8,, Brown University,8,Brown University,Sorin Istrail,1,0.0,Sorin Istrail
190,Philip Klein,Klein,Philip,https://scholar.google.com/citations?user=gVUD47sAAAAJ&hl=en&oi=ao,7116.0,44.0,78.0,164.0,Brown University  ,Full,8,, Brown University,8,Brown University,Philip N. Klein,1,0.0,Philip N. Klein
191,Shriram Krishnamurthi,Krishnamurthi,Shriram,https://scholar.google.com/citations?user=Cxwj5hEAAAAJ&hl=en&oi=ao,6902.0,44.0,94.0,146.0,Brown University  ,Full,8,, Brown University,8,Brown University,Shriram Krishnamurthi,1,0.0,Shriram Krishnamurthi
192,David H. Laidlaw,Laidlaw,David,https://scholar.google.com/citations?user=GIle-VwAAAAJ&hl=en&oi=ao,7699.0,44.0,101.0,174.0,Brown University  ,Full,8,, Brown University,8,Brown University,David H. Laidlaw,1,0.0,David H. Laidlaw
193,Michael Littman,Littman,Michael,https://scholar.google.com/citations?user=Jj00ksMAAAAJ&hl=en&oi=ao,27107.0,66.0,157.0,463.0,Brown University  ,Full,8,, Brown University,8,Brown University,Michael L. Littman,1,0.0,Michael L. Littman
194,Anna Lysyanskaya,Lysyanskaya,Anna,https://scholar.google.com/citations?user=woqUivYAAAAJ&hl=en&oi=ao,7572.0,36.0,53.0,195.0,Brown University  ,Full,8,, Brown University,8,Brown University,Anna Lysyanskaya,1,0.0,Anna Lysyanskaya
195,Steven Reiss,Reiss,Steven,,,,,163.0,Brown University  ,Full,8,, Brown University,8,Brown University,Steven P. Reiss,1,0.0,Steven P. Reiss
196,John E. Savage,Savage,John,,,,,47.0,Brown University  ,Full,8,, Brown University,8,Brown University,John E. Savage,1,0.0,John E. Savage
197,Roberto Tamassia,Tamassia,Roberto,https://scholar.google.com/citations?user=eEYPTKUAAAAJ&hl=en&oi=ao,31814.0,66.0,217.0,386.0,Brown University  ,Full,8,, Brown University,8,Brown University,Roberto Tamassia,1,0.0,Roberto Tamassia
198,Eli Upfal,Upfal,Eli,https://scholar.google.com/citations?user=O_7MVDIAAAAJ&hl=en&oi=ao,11258.0,48.0,111.0,225.0,Brown University  ,Full,8,, Brown University,8,Brown University,Eli Upfal,1,0.0,Eli Upfal
199,Andries van Dam,van Dam,Andries,,,,,218.0,Brown University  ,Full,8,, Brown University,8,Brown University,Andries van Dam,1,0.0,Andries van Dam
200,Stan Zdonik,Zdonik,Stan,,,,,187.0,Brown University  ,Full,8,, Brown University,8,Brown University,Stan Zdonik,0,0.8148148148148148,Stanley B. Zdonik
201,Tom Doeppner,Doeppner,Tom,,,,,7.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Tom Doeppner,0,0.7272727272727273,Tom Dhaene
202,Pedro Felzenszwalb,Felzenszwalb,Pedro,https://scholar.google.com/citations?user=k1hJzF0AAAAJ&hl=en&oi=ao,18111.0,27.0,33.0,346.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Pedro F. Felzenszwalb,1,0.0,Pedro F. Felzenszwalb
203,Amy Greenwald,Greenwald,Amy,https://scholar.google.com/citations?user=aQCRuYQAAAAJ&hl=en&oi=ao,2755.0,26.0,40.0,102.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Amy Greenwald,1,0.0,Amy Greenwald
204,Seny Kamara,Kamara,Seny,https://scholar.google.com/citations?user=PzboucsAAAAJ,3716.0,18.0,26.0,88.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Seny Kamara,1,0.0,Seny Kamara
205,Sherief Reda,Reda,Sherief,https://scholar.google.com/citations?user=p69MQp4AAAAJ,1940.0,26.0,51.0,54.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Sherief Reda,1,0.0,Sherief Reda
206,Erik Sudderth,Sudderth,Erik,https://scholar.google.com/citations?user=ePiPQ2cAAAAJ&hl=en&oi=ao,3694.0,27.0,47.0,129.0,Brown University  ,Associate,8,, Brown University,8,Brown University,Erik Sudderth,0,0.9285714285714286,Erik B. Sudderth
